,Name,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Date,Games,GS
168,Devin Vassell,SAS,27:46,5.0,7.0,0.714,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,11.0,-4.0,12/19/2021,1,7.699999999999999
169,Derrick White,SAS,24:44,2.0,8.0,0.25,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,-18.0,12/19/2021,1,3.0
170,Bryn Forbes,SAS,26:17,7.0,12.0,0.583,4.0,8.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,18.0,7.0,12/19/2021,1,11.000000000000002
171,Lonnie Walker IV,SAS,25:12,8.0,16.0,0.5,3.0,4.0,0.75,0.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,19.0,-13.0,12/19/2021,1,15.1
172,Jock Landale,SAS,10:51,1.0,2.0,0.5,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,7.0,7.0,12/19/2021,1,6.6
173,Keita Bates-Diop,SAS,10:39,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,1.0,7.0,10.0,12/19/2021,1,8.299999999999999
174,Tre Jones,SAS,10:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,12/19/2021,1,2.6999999999999997
175,Drew Eubanks,SAS,3:21,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,-3.0,12/19/2021,1,2.0999999999999996
178,Jalen Green,HOU,32:11,5.0,18.0,0.278,1.0,6.0,0.167,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,11.0,-15.0,1/14/2022,1,3.8000000000000003
179,Kevin Porter Jr.,HOU,31:29,7.0,16.0,0.438,1.0,7.0,0.143,1.0,1.0,1.0,2.0,5.0,7.0,8.0,2.0,0.0,2.0,1.0,16.0,-11.0,1/14/2022,1,15.700000000000003
180,Jae'Sean Tate,HOU,31:18,7.0,13.0,0.538,1.0,4.0,0.25,2.0,3.0,0.667,5.0,5.0,10.0,8.0,2.0,1.0,1.0,5.0,17.0,-6.0,1/14/2022,1,20.599999999999998
181,Eric Gordon,HOU,28:47,6.0,9.0,0.667,4.0,7.0,0.571,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,16.0,-1.0,1/14/2022,1,13.299999999999997
182,Christian Wood,HOU,26:22,8.0,15.0,0.533,4.0,7.0,0.571,6.0,6.0,1.0,0.0,8.0,8.0,0.0,2.0,1.0,2.0,5.0,26.0,5.0,1/14/2022,1,19.799999999999997
183,Garrison Mathews,HOU,21:59,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,-5.0,1/14/2022,1,-2.4
184,KJ Martin,HOU,18:25,1.0,8.0,0.125,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,-12.0,1/14/2022,1,-3.0
185,Josh Christopher,HOU,18:04,3.0,6.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,6.0,-2.0,1/14/2022,1,3.4000000000000004
186,Alperen Şengün,HOU,13:45,4.0,6.0,0.667,0.0,2.0,0.0,1.0,2.0,0.5,2.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,9.0,-10.0,1/14/2022,1,7.299999999999999
187,D.J. Augustin,HOU,11:30,3.0,4.0,0.75,2.0,2.0,1.0,3.0,4.0,0.75,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,11.0,-2.0,1/14/2022,1,6.599999999999998
188,Daniel Theis,HOU,6:10,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,-1.0,1/14/2022,1,-1.5
192,Jayson Tatum,BOS,34:09,12.0,16.0,0.75,7.0,10.0,0.7,1.0,1.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,2.0,1.0,32.0,40.0,3/18/2022,1,27.5
193,Jaylen Brown,BOS,28:09,11.0,18.0,0.611,3.0,5.0,0.6,5.0,8.0,0.625,1.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,30.0,-5.0,3/18/2022,1,21.099999999999998
194,Marcus Smart,BOS,27:06,3.0,9.0,0.333,2.0,5.0,0.4,1.0,2.0,0.5,1.0,3.0,4.0,8.0,4.0,0.0,1.0,2.0,9.0,-2.0,3/18/2022,1,12.899999999999999
195,Al Horford,BOS,21:46,3.0,9.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,2.0,1.0,0.0,1.0,2.0,6.0,-10.0,3/18/2022,1,4.6000000000000005
196,Robert Williams,BOS,18:48,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,4.0,11.0,3/18/2022,1,3.500000000000001
197,Derrick White,BOS,30:39,2.0,8.0,0.25,1.0,5.0,0.2,2.0,2.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,3.0,4.0,7.0,10.0,3/18/2022,1,2.700000000000001
198,Grant Williams,BOS,28:50,2.0,6.0,0.333,2.0,5.0,0.4,1.0,2.0,0.5,0.0,3.0,3.0,3.0,0.0,0.0,0.0,5.0,7.0,17.0,3/18/2022,1,4.2
199,Daniel Theis,BOS,22:20,4.0,6.0,0.667,1.0,3.0,0.333,2.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,0.0,2.0,4.0,11.0,28.0,3/18/2022,1,10.1
200,Payton Pritchard,BOS,20:54,5.0,5.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,8.0,1.0,0.0,0.0,0.0,14.0,31.0,3/18/2022,1,21.0
201,Sam Hauser,BOS,3:25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,3/18/2022,1,2.3000000000000003
202,Malik Fitts,BOS,1:57,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3/18/2022,1,3.0
203,Nik Stauskas,BOS,1:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3/18/2022,1,0.0
205,Mikal Bridges,PHO,50:10,9.0,18.0,0.5,2.0,6.0,0.333,7.0,8.0,0.875,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,27.0,0.0,3/20/2022,1,20.500000000000004
206,Devin Booker,PHO,37:22,11.0,21.0,0.524,2.0,5.0,0.4,7.0,7.0,1.0,0.0,7.0,7.0,5.0,1.0,0.0,3.0,6.0,31.0,3.0,3/20/2022,1,21.9
207,Deandre Ayton,PHO,27:03,5.0,6.0,0.833,0.0,0.0,0.0,2.0,2.0,1.0,1.0,9.0,10.0,2.0,0.0,0.0,2.0,6.0,12.0,-6.0,3/20/2022,1,10.2
208,Jae Crowder,PHO,21:43,2.0,7.0,0.286,2.0,6.0,0.333,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,0.0,1.0,1.0,6.0,-11.0,3/20/2022,1,6.2
209,Elfrid Payton,PHO,18:02,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,-13.0,3/20/2022,1,2.5
210,Torrey Craig,PHO,31:22,3.0,7.0,0.429,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,2.0,2.0,0.0,2.0,2.0,6.0,12.0,3/20/2022,1,6.300000000000001
211,Landry Shamet,PHO,30:30,7.0,11.0,0.636,5.0,9.0,0.556,2.0,3.0,0.667,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,21.0,3.0,3/20/2022,1,16.5
212,Aaron Holiday,PHO,22:48,4.0,10.0,0.4,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,7.0,1.0,0.0,3.0,1.0,9.0,13.0,3/20/2022,1,8.4
213,JaVale McGee,PHO,17:24,5.0,8.0,0.625,0.0,0.0,0.0,4.0,5.0,0.8,5.0,2.0,7.0,1.0,0.0,2.0,1.0,6.0,14.0,10.0,3/20/2022,1,12.799999999999999
214,Bismack Biyombo,PHO,8:20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,3/20/2022,1,-2.9000000000000004
215,Ish Wainright,PHO,0:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3/20/2022,1,0.0
218,CJ McCollum,NOP,37:09,9.0,16.0,0.563,3.0,6.0,0.5,4.0,8.0,0.5,0.0,3.0,3.0,4.0,0.0,0.0,4.0,1.0,25.0,11.0,3/30/2022,1,15.100000000000005
219,Jonas Valančiūnas,NOP,35:11,8.0,11.0,0.727,0.0,2.0,0.0,3.0,4.0,0.75,5.0,6.0,11.0,4.0,4.0,0.0,4.0,4.0,19.0,12.0,3/30/2022,1,20.6
220,Herbert Jones,NOP,30:45,1.0,6.0,0.167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,2.0,7.0,3/30/2022,1,4.500000000000001
221,Brandon Ingram,NOP,27:47,4.0,12.0,0.333,0.0,2.0,0.0,11.0,13.0,0.846,1.0,5.0,6.0,6.0,1.0,0.0,1.0,2.0,19.0,4.0,3/30/2022,1,17.0
222,Jaxson Hayes,NOP,21:52,6.0,9.0,0.667,1.0,2.0,0.5,5.0,6.0,0.833,2.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,18.0,7.0,3/30/2022,1,17.4
223,Trey Murphy III,NOP,23:10,3.0,9.0,0.333,2.0,6.0,0.333,2.0,2.0,1.0,2.0,4.0,6.0,0.0,1.0,0.0,1.0,2.0,10.0,-4.0,3/30/2022,1,6.7
224,Larry Nance Jr.,NOP,21:43,4.0,6.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,8.0,4.0,3/30/2022,1,7.3
225,Devonte' Graham,NOP,15:44,1.0,5.0,0.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3/30/2022,1,0.8999999999999998
226,Jose Alvarado,NOP,15:20,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,0.0,2.0,1.0,6.0,3.0,3/30/2022,1,10.1
227,Naji Marshall,NOP,11:19,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,4.0,3/30/2022,1,10.399999999999999
233,Paul George,LAC,38:35,16.0,31.0,0.516,3.0,10.0,0.3,5.0,5.0,1.0,2.0,4.0,6.0,6.0,2.0,1.0,4.0,2.0,40.0,-4.0,10/22/2022,1,29.400000000000006
234,Norman Powell,LAC,32:02,1.0,10.0,0.1,0.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,2.0,0.0,4.0,-1.0,10/22/2022,1,-0.8999999999999999
235,Reggie Jackson,LAC,26:46,4.0,5.0,0.8,3.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,3.0,2.0,14.0,0.0,10/22/2022,1,13.399999999999999
236,Ivica Zubac,LAC,24:10,4.0,7.0,0.571,0.0,0.0,0.0,2.0,2.0,1.0,1.0,7.0,8.0,1.0,0.0,1.0,1.0,3.0,10.0,4.0,10/22/2022,1,8.7
237,Marcus Morris,LAC,21:02,4.0,7.0,0.571,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,5.0,9.0,2.0,10/22/2022,1,7.6
238,Nicolas Batum,LAC,28:01,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,5.0,7.0,-3.0,10/22/2022,1,9.799999999999999
239,Luke Kennard,LAC,27:54,4.0,11.0,0.364,1.0,4.0,0.25,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,10/22/2022,1,5.2
240,Robert Covington,LAC,22:04,2.0,3.0,0.667,0.0,1.0,0.0,4.0,4.0,1.0,0.0,7.0,7.0,2.0,2.0,0.0,1.0,2.0,8.0,-3.0,10/22/2022,1,10.4
241,Terance Mann,LAC,14:52,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,10/22/2022,1,4.2
242,Amir Coffey,LAC,4:34,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,10/22/2022,1,1.6
248,Desmond Bane,MEM,33:19,11.0,18.0,0.611,6.0,8.0,0.75,3.0,4.0,0.75,1.0,5.0,6.0,4.0,0.0,0.0,1.0,2.0,31.0,13.0,10/27/2022,1,25.599999999999998
249,Ja Morant,MEM,31:30,8.0,18.0,0.444,1.0,3.0,0.333,5.0,5.0,1.0,1.0,4.0,5.0,6.0,0.0,0.0,3.0,1.0,22.0,2.0,10/27/2022,1,15.299999999999997
250,Santi Aldama,MEM,29:53,2.0,6.0,0.333,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,4.0,1.0,10/27/2022,1,3.7000000000000006
251,Dillon Brooks,MEM,26:15,4.0,12.0,0.333,3.0,6.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,11.0,-7.0,10/27/2022,1,3.8000000000000007
252,Steven Adams,MEM,23:53,6.0,9.0,0.667,0.0,0.0,0.0,0.0,3.0,0.0,7.0,4.0,11.0,4.0,0.0,0.0,4.0,4.0,12.0,2.0,10/27/2022,1,10.200000000000001
253,Jake LaRavia,MEM,29:50,5.0,6.0,0.833,3.0,4.0,0.75,0.0,0.0,0.0,2.0,7.0,9.0,1.0,1.0,0.0,0.0,5.0,13.0,24.0,10/27/2022,1,14.0
254,Tyus Jones,MEM,23:33,6.0,11.0,0.545,1.0,4.0,0.25,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,14.0,18.0,10/27/2022,1,11.399999999999999
255,Brandon Clarke,MEM,22:33,6.0,8.0,0.75,0.0,1.0,0.0,4.0,5.0,0.8,0.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,16.0,11.0,10/27/2022,1,17.099999999999998
256,David Roddy,MEM,18:15,1.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,10/27/2022,1,1.2
257,Kennedy Chandler,MEM,0:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/27/2022,1,0.0
258,Kenneth Lofton Jr.,MEM,0:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/27/2022,1,0.0
262,Kelly Oubre Jr.,CHO,38:27,12.0,25.0,0.48,3.0,8.0,0.375,4.0,6.0,0.667,1.0,8.0,9.0,1.0,1.0,1.0,4.0,2.0,31.0,1.0,12/19/2022,1,18.199999999999992
263,Gordon Hayward,CHO,36:43,8.0,12.0,0.667,1.0,2.0,0.5,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,4.0,2.0,19.0,18.0,12/19/2022,1,12.599999999999998
264,P.J. Washington,CHO,29:03,1.0,6.0,0.167,1.0,4.0,0.25,0.0,0.0,0.0,1.0,8.0,9.0,2.0,0.0,1.0,0.0,5.0,3.0,-5.0,12/19/2022,1,2.4000000000000004
265,LaMelo Ball,CHO,27:28,9.0,19.0,0.474,5.0,10.0,0.5,0.0,0.0,0.0,1.0,4.0,5.0,12.0,0.0,0.0,2.0,6.0,23.0,3.0,12/19/2022,1,19.200000000000003
266,Mason Plumlee,CHO,25:08,7.0,8.0,0.875,0.0,0.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,3.0,0.0,3.0,1.0,3.0,15.0,-4.0,12/19/2022,1,15.0
267,Théo Maledon,CHO,26:04,4.0,10.0,0.4,0.0,3.0,0.0,4.0,6.0,0.667,0.0,7.0,7.0,3.0,1.0,0.0,0.0,2.0,12.0,6.0,12/19/2022,1,10.2
268,Jalen McDaniels,CHO,25:50,1.0,5.0,0.2,0.0,4.0,0.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,6.0,3.0,12/19/2022,1,4.2
269,Nick Richards,CHO,22:52,6.0,9.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,5.0,6.0,11.0,2.0,1.0,0.0,1.0,3.0,14.0,10.0,12/19/2022,1,15.199999999999996
270,JT Thor,CHO,8:24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,12/19/2022,1,3.0
274,Shai Gilgeous-Alexander,OKC,37:30,16.0,23.0,0.696,2.0,3.0,0.667,3.0,4.0,0.75,1.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,37.0,-10.0,1/20/2023,1,34.5
275,Luguentz Dort,OKC,35:20,5.0,13.0,0.385,3.0,5.0,0.6,2.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,6.0,15.0,-3.0,1/20/2023,1,8.8
276,Jalen Williams,OKC,31:30,5.0,9.0,0.556,1.0,3.0,0.333,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,5.0,13.0,-3.0,1/20/2023,1,6.4
277,Josh Giddey,OKC,29:37,7.0,13.0,0.538,1.0,4.0,0.25,0.0,0.0,0.0,3.0,7.0,10.0,5.0,0.0,1.0,2.0,1.0,15.0,8.0,1/20/2023,1,14.7
278,Jaylin Williams,OKC,24:49,2.0,6.0,0.333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,1.0,1.0,4.0,-4.0,1/20/2023,1,2.0000000000000004
279,Isaiah Joe,OKC,29:21,7.0,13.0,0.538,7.0,12.0,0.583,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,1/20/2023,1,16.099999999999998
280,Kenrich Williams,OKC,25:56,1.0,8.0,0.125,1.0,6.0,0.167,0.0,2.0,0.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,1/20/2023,1,0.6999999999999993
281,Mike Muscala,OKC,11:21,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,-8.0,1/20/2023,1,-0.9000000000000001
282,Lindy Waters III,OKC,7:23,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-8.0,1/20/2023,1,-1.5
283,Tre Mann,OKC,7:13,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1/20/2023,1,-0.09999999999999998
287,Tyrese Maxey,PHI,41:17,12.0,29.0,0.414,2.0,8.0,0.25,6.0,6.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,2.0,2.0,32.0,-4.0,1/21/2023,1,18.799999999999997
288,Montrezl Harrell,PHI,33:07,7.0,8.0,0.875,0.0,0.0,0.0,3.0,5.0,0.6,5.0,2.0,7.0,2.0,0.0,1.0,0.0,2.0,17.0,-1.0,1/21/2023,1,18.799999999999997
289,De'Anthony Melton,PHI,31:19,4.0,8.0,0.5,2.0,4.0,0.5,4.0,4.0,1.0,2.0,5.0,7.0,5.0,3.0,1.0,4.0,3.0,14.0,-4.0,1/21/2023,1,14.899999999999999
290,Tobias Harris,PHI,25:10,7.0,13.0,0.538,2.0,6.0,0.333,1.0,1.0,1.0,0.0,5.0,5.0,6.0,0.0,0.0,5.0,6.0,17.0,-3.0,1/21/2023,1,8.999999999999998
291,P.J. Tucker,PHI,19:13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,-14.0,1/21/2023,1,-0.6000000000000002
292,Shake Milton,PHI,29:34,5.0,12.0,0.417,1.0,2.0,0.5,4.0,5.0,0.8,2.0,4.0,6.0,7.0,1.0,0.0,1.0,2.0,15.0,0.0,1/21/2023,1,14.899999999999999
293,Georges Niang,PHI,27:02,7.0,12.0,0.583,3.0,5.0,0.6,0.0,0.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,2.0,1.0,17.0,21.0,1/21/2023,1,12.3
294,Paul Reed,PHI,14:47,4.0,6.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,4.0,3.0,7.0,0.0,0.0,1.0,1.0,4.0,9.0,2.0,1/21/2023,1,7.800000000000001
295,Matisse Thybulle,PHI,13:03,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1/21/2023,1,1.0999999999999996
296,Danuel House Jr.,PHI,5:28,2.0,3.0,0.667,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,1/21/2023,1,4.7
301,Jalen Williams,OKC,39:47,10.0,19.0,0.526,3.0,6.0,0.5,2.0,2.0,1.0,3.0,4.0,7.0,2.0,6.0,1.0,3.0,3.0,25.0,11.0,2/7/23,1,22.9
302,Shai Gilgeous-Alexander,OKC,37:41,9.0,17.0,0.529,1.0,1.0,1.0,11.0,12.0,0.917,0.0,2.0,2.0,8.0,2.0,0.0,4.0,5.0,30.0,-2.0,2/7/23,1,23.500000000000007
303,Josh Giddey,OKC,34:55,10.0,19.0,0.526,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,0.0,0.0,4.0,2.0,20.0,-1.0,2/7/23,1,11.999999999999996
304,Jaylin Williams,OKC,30:40,4.0,6.0,0.667,2.0,2.0,1.0,4.0,4.0,1.0,1.0,6.0,7.0,7.0,2.0,0.0,0.0,1.0,14.0,2.0,2/7/23,1,20.4
305,Kenrich Williams,OKC,29:43,3.0,6.0,0.5,1.0,4.0,0.25,1.0,2.0,0.5,1.0,3.0,4.0,5.0,1.0,0.0,1.0,2.0,8.0,-12.0,2/7/23,1,8.899999999999999
306,Isaiah Joe,OKC,23:02,5.0,11.0,0.455,5.0,10.0,0.5,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,15.0,15.0,2/7/23,1,12.2
307,Aaron Wiggins,OKC,21:43,2.0,5.0,0.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,5.0,4.0,2/7/23,1,2.6999999999999993
308,Mike Muscala,OKC,17:20,6.0,10.0,0.6,4.0,7.0,0.571,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,16.0,1.0,2/7/23,1,14.599999999999998
309,Tre Mann,OKC,5:09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2/7/23,1,-0.7
314,Brook Lopez,MIL,36:35,9.0,14.0,0.643,4.0,6.0,0.667,1.0,2.0,0.5,1.0,7.0,8.0,4.0,0.0,3.0,1.0,4.0,23.0,21.0,3/13/2023,1,21.500000000000007
315,Jrue Holiday,MIL,34:23,4.0,9.0,0.444,1.0,5.0,0.2,2.0,3.0,0.667,1.0,5.0,6.0,8.0,1.0,1.0,1.0,2.0,11.0,23.0,3/13/2023,1,13.599999999999998
316,Giannis Antetokounmpo,MIL,33:57,19.0,28.0,0.679,2.0,2.0,1.0,6.0,7.0,0.857,1.0,11.0,12.0,4.0,1.0,0.0,5.0,2.0,46.0,15.0,3/13/2023,1,35.6
317,Khris Middleton,MIL,33:48,9.0,15.0,0.6,5.0,8.0,0.625,8.0,8.0,1.0,0.0,3.0,3.0,9.0,0.0,0.0,0.0,2.0,31.0,5.0,3/13/2023,1,30.5
318,Grayson Allen,MIL,28:20,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,8.0,-3.0,3/13/2023,1,2.8000000000000007
319,Pat Connaughton,MIL,21:28,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,-1.0,3/13/2023,1,0.10000000000000009
320,Jae Crowder,MIL,19:21,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,4.0,-2.0,3/13/2023,1,3.499999999999999
321,Bobby Portis,MIL,18:52,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3/13/2023,1,2.2
322,Jevon Carter,MIL,13:12,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,-14.0,3/13/2023,1,2.1999999999999997
330,Ochai Agbaji,UTA,36:01,8.0,15.0,0.533,3.0,7.0,0.429,1.0,2.0,0.5,1.0,2.0,3.0,4.0,0.0,3.0,1.0,0.0,20.0,-10.0,3/25/2023,1,17.5
331,Walker Kessler,UTA,33:48,14.0,16.0,0.875,0.0,0.0,0.0,3.0,6.0,0.5,4.0,7.0,11.0,2.0,1.0,1.0,1.0,4.0,31.0,-2.0,3/25/2023,1,29.6
332,Kelly Olynyk,UTA,32:18,7.0,12.0,0.583,0.0,2.0,0.0,3.0,3.0,1.0,0.0,8.0,8.0,10.0,1.0,0.0,4.0,3.0,17.0,-11.0,3/25/2023,1,16.600000000000005
333,Simone Fontecchio,UTA,28:49,2.0,10.0,0.2,1.0,5.0,0.2,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,3.0,5.0,-4.0,3/25/2023,1,-2.8000000000000007
334,Talen Horton-Tucker,UTA,28:02,3.0,10.0,0.3,1.0,3.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,2.0,1.0,9.0,-10.0,3/25/2023,1,4.8999999999999995
