Name,Games,Team,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GS
Shaun Livingston,1.0,GSW,4.0,7.0,0.571,0.0,0.0,0.000,0.0,0.0,0.571,0.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,8.0,7.0,9.099999999999998
Skylar Mays,2.0,POR,5.0,18.0,0.278,1.0,5.0,0.200,0.0,0.0,0.278,2.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,11.0,-18.0,6.1000000000000005
Spencer Dinwiddie,1.0,DAL,6.0,21.0,0.286,2.0,7.0,0.286,6.0,7.0,0.286,2.0,3.0,5.0,6.0,3.0,0.0,2.0,6.0,20.0,8.0,12.399999999999997
Sterling Brown,1.0,DAL,0.0,0.0,0.000,0.0,0.0,0.000,2.0,2.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,2.0
T.J. McConnell,1.0,PHI,3.0,5.0,0.600,1.0,1.0,1.000,0.0,0.0,0.600,1.0,3.0,4.0,4.0,1.0,0.0,5.0,0.0,7.0,-8.0,5.099999999999998
Thabo Sefolosha,1.0,UTA,4.0,12.0,0.333,1.0,2.0,0.500,2.0,2.0,0.333,3.0,5.0,8.0,1.0,2.0,1.0,2.0,3.0,11.0,-14.0,8.0
Thomas Bryant,1.0,LAL,2.0,3.0,0.667,0.0,1.0,0.000,0.0,0.0,0.667,1.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,6.000000000000001
Timothé Luwawu-Cabarrot,1.0,PHI,4.0,10.0,0.400,1.0,6.0,0.167,0.0,0.0,0.400,1.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,9.0,1.0,2.8
Tomáš Satoranský,1.0,NOP,2.0,5.0,0.400,0.0,0.0,0.000,1.0,1.0,0.400,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,-7.0,1.2999999999999998
Toumani Camara,2.0,POR,6.0,17.0,0.353,1.0,4.0,0.250,1.0,2.0,0.353,7.0,11.0,18.0,2.0,3.0,0.0,4.0,2.0,14.0,-2.0,11.9
Trae Young,1.0,ATL,11.0,24.0,0.458,6.0,11.0,0.545,8.0,9.0,0.458,0.0,6.0,6.0,13.0,1.0,1.0,3.0,0.0,36.0,16.0,32.800000000000004
Tre Jones,3.0,SAS,12.0,23.0,0.522,0.0,3.0,0.000,4.0,4.0,0.522,6.0,8.0,14.0,23.0,4.0,0.0,7.0,2.0,28.0,20.0,35.6
Tre Mann,1.0,OKC,0.0,1.0,0.000,0.0,0.0,0.000,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-0.7
Trent Forrest,1.0,ATL,1.0,3.0,0.333,1.0,1.0,1.000,0.0,0.0,0.333,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,-13.0,1.8
Trevor Ariza,1.0,POR,3.0,6.0,0.500,0.0,1.0,0.000,0.0,0.0,0.500,2.0,5.0,7.0,2.0,0.0,0.0,1.0,4.0,6.0,20.0,4.700000000000001
Trey Burke,1.0,DAL,0.0,1.0,0.000,0.0,0.0,0.000,3.0,3.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.4999999999999998
Trey Lyles,1.0,SAC,0.0,1.0,0.000,0.0,0.0,0.000,0.0,0.0,0.000,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,-0.5000000000000001
Trey Murphy III,1.0,NOP,0.0,2.0,0.000,0.0,1.0,0.000,0.0,0.0,0.000,0.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,-5.0,0.8999999999999997
Tristan Thompson,1.0,SAC,0.0,0.0,0.000,0.0,0.0,0.000,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.29999999999999993
Troy Brown Jr.,1.0,LAL,4.0,6.0,0.667,1.0,2.0,0.500,0.0,0.0,0.667,1.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,9.0,9.0,9.9
Tyrese Haliburton,1.0,SAC,6.0,11.0,0.545,1.0,3.0,0.333,7.0,8.0,0.545,0.0,4.0,4.0,7.0,4.0,2.0,0.0,1.0,20.0,7.0,25.4
Udoka Azubuike,1.0,PHO,5.0,5.0,1.000,0.0,0.0,0.000,1.0,2.0,1.000,5.0,6.0,11.0,2.0,0.0,1.0,1.0,4.0,11.0,1.0,13.9
Victor Wembanyama,2.0,SAS,21.0,32.0,0.656,3.0,9.0,0.333,11.0,11.0,0.656,2.0,17.0,19.0,8.0,2.0,12.0,4.0,2.0,56.0,16.0,59.7
Wenyen Gabriel,1.0,POR,0.0,0.0,0.000,0.0,0.0,0.000,0.0,0.0,0.000,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-4.0,-0.4
Willy Hernangómez,1.0,NOP,2.0,2.0,1.000,0.0,0.0,0.000,4.0,4.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,8.0,-11.0,7.8999999999999995
Yuta Watanabe,1.0,PHO,1.0,4.0,0.250,0.0,3.0,0.000,0.0,0.0,0.250,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,-0.6
Zach Collins,2.0,SAS,12.0,19.0,0.632,0.0,3.0,0.000,4.0,7.0,0.632,2.0,8.0,10.0,4.0,0.0,1.0,2.0,9.0,28.0,-6.0,19.999999999999996
Zaza Pachulia,1.0,GSW,2.0,2.0,1.000,0.0,0.0,0.000,1.0,1.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,5.0,5.0,5.1
